,b,y,x,r
4408,0.2027450980392157,42,40,0.30560888014979676
4409,0.2145098039215686,42,41,0.29996033844509373
4410,0.2262745098039216,42,42,0.29470843838035543
4411,0.22235294117647064,42,43,0.28987473960987103
4412,0.19937254901960788,42,44,0.28548048562730793
4413,0.19152941176470584,42,45,0.2815462531857365
4414,0.20529411764705885,42,46,0.2780915670973507
4415,0.1974509803921568,42,47,0.2751344920165482
4416,0.20137254901960788,42,48,0.2726912167682671
4417,0.1974509803921568,42,49,0.27077565013627464
4418,0.20529411764705885,42,50,0.2693990491996893
4419,0.18176470588235294,42,51,0.26856970177494194
4420,0.1672549019607843,42,52,0.2682926829268293
4421,0.1672549019607843,42,53,0.26856970177494194
4422,0.1907843137254902,42,54,0.2693990491996893
4423,0.18294117647058816,42,55,0.27077565013627464
4424,0.1843137254901961,42,56,0.2726912167682671
4425,0.18039215686274512,42,57,0.2751344920165482
4426,0.19023529411764706,42,58,0.2780915670973507
4427,0.18047058823529416,42,59,0.2815462531857365
4428,0.15976470588235292,42,60,0.28548048562730793
4429,0.14800000000000002,42,61,0.28987473960987103
4430,0.1499999999999999,42,62,0.29470843838035543
4431,0.14607843137254894,42,63,0.29996033844509373
4432,0.151921568627451,42,64,0.30560888014979676
4433,0.1594901960784314,42,65,0.31163249607757654
4434,0.09372549019607845,42,66,0.3180098734245195
4435,0.11588235294117644,42,67,0.32472016965108164
4436,0.11843137254901959,42,68,0.3317431831398889
4437,0.13349019607843138,42,69,0.33905948230384986
4438,0.13431372549019605,42,70,0.3466504976476072
4439,0.18803921568627446,42,71,0.35449858179874716
4440,0.20921568627450982,42,72,0.36258704261752456
4441,0.21705882352941175,42,73,0.3709001542864768
4442,0.2262745098039216,42,74,0.3794231508805865
4443,0.2324705882352941,42,75,0.3881422064107207
4444,0.2273725490196079,42,76,0.39704440478291964
4445,0.23129411764705887,42,77,0.406117702569432
4446,0.24725490196078437,42,78,0.4153508869738147
4447,0.2550980392156863,42,79,0.42473353090897553
4448,0.25701960784313727,42,80,0.4342559467015819
4449,0.2923137254901961,42,81,0.4439091395902755
4450,0.3018823529411765,42,82,0.4536847618960555
4451,0.2783529411764706,42,83,0.46357506850605396
4452,0.25964705882352934,42,84,0.47357287412067317
4453,0.21431372549019612,42,85,0.48367151256224244
4454,0.1989803921568627,42,86,0.4938647983247948
4455,0.1557254901960784,42,87,0.5041469904535216
4456,0.12945098039215686,42,88,0.5145127587738778
4457,0.10509803921568628,42,89,0.5249571524397777
4458,0.10764705882352943,42,90,0.53547557073415
4459,0.10407843137254902,42,91,0.5460637360301978
4460,0.09678431372549023,42,92,0.5567176688055281
4461,0.09286274509803927,42,93,0.5674336645917971
4462,0.1124705882352941,42,94,0.578208272738034
4463,0.09678431372549023,42,95,0.5890382768650401
4464,0.10654901960784313,42,96,0.5999206768901875
4480,0.3076470588235294,43,8,0.5945669143048247
4481,0.25584313725490193,43,9,0.5835846884880682
4482,0.2280392156862745,43,10,0.5726515552133608
4483,0.3696078431372549,43,11,0.5617703807941962
4484,0.5947058823529412,43,12,0.5509442438086106
4485,0.20470588235294118,43,13,0.5401764534231732
4486,0.35145098039215683,43,14,0.5294705694168881
4487,0.29419607843137263,43,15,0.5188304240532353
4488,0.16556862745098044,43,16,0.5082601459554806
4489,0.12725490196078426,43,17,0.49776418614533047
4490,0.14823529411764702,43,18,0.4873473464070265
4491,0.17113725490196074,43,19,0.47701481013677915
4492,0.21729411764705886,43,20,0.4667721758293814
4493,0.2917254901960784,43,21,0.45662549333778185
4494,0.35458823529411765,43,22,0.44658130301464766
4495,0.37101960784313714,43,23,0.4366466778041014
4496,0.3715686274509804,43,24,0.4268292682926829
4497,0.3088235294117647,43,25,0.41713735064602614
4498,0.3054509803921568,43,26,0.4075798772455708
4499,0.3054509803921568,43,27,0.3981665296905978
4500,0.28447058823529403,43,28,0.38890777363663354
4501,0.27270588235294113,43,29,0.3798149146926204
4502,0.2606666666666666,43,30,0.3709001542864768
4503,0.25674509803921564,43,31,0.362176644022378
4504,0.2371372549019608,43,32,0.35365853658536583
4505,0.2489019607843137,43,33,0.3453610306952755
4506,0.25282352941176467,43,34,0.33730040697413
4507,0.25282352941176467,43,35,0.3294940508806414
4508,0.24031372549019603,43,36,0.3219604581083923
4509,0.23019607843137257,43,37,0.31471921708692535
4510,0.21843137254901968,43,38,0.30779096253960886
4511,0.21113725490196078,43,39,0.30119729354215774
4512,0.22984313725490202,43,40,0.2949606493279957
4513,0.22592156862745094,43,41,0.289104136369017
4514,0.23376470588235287,43,42,0.28365130121007337
4515,0.21415686274509804,43,43,0.2786258453364845
4516,0.20199999999999996,43,44,0.27405128114931987
4517,0.20082352941176473,43,45,0.2699505319655933
4518,0.20666666666666667,43,46,0.2663454837541653
4519,0.20439215686274514,43,47,0.2632565017673525
4520,0.20082352941176473,43,48,0.2607019308101457
4521,0.20082352941176473,43,49,0.25869760287312715
4522,0.21258823529411763,43,50,0.2572563793869389
4523,0.22043137254901968,43,51,0.2563877566052273
4524,0.20866666666666667,43,52,0.25609756097560976
4525,0.20866666666666667,43,53,0.2563877566052273
4526,0.16607843137254896,43,54,0.2572563793869389
4527,0.1909803921568627,43,55,0.25869760287312715
4528,0.1856862745098039,43,56,0.2607019308101457
4529,0.18960784313725487,43,57,0.2632565017673525
4530,0.1856862745098039,43,58,0.2663454837541653
4531,0.16999999999999993,43,59,0.2699505319655933
4532,0.1843137254901961,43,60,0.27405128114931987
4533,0.15886274509803922,43,61,0.2786258453364845
4534,0.16870588235294115,43,62,0.28365130121007337
4535,0.1552941176470588,43,63,0.289104136369017
4536,0.17599999999999993,43,64,0.2949606493279957
4537,0.1446274509803922,43,65,0.30119729354215774
4538,0.138235294117647,43,66,0.30779096253960886
4539,0.10749019607843135,43,67,0.31471921708692535
4540,0.1554901960784314,43,68,0.3219604581083923
4541,0.16470588235294115,43,69,0.3294940508806414
4542,0.11764705882352944,43,70,0.33730040697413
4543,0.15823529411764703,43,71,0.3453610306952755
4544,0.24698039215686274,43,72,0.35365853658536583
4545,0.24698039215686274,43,73,0.362176644022378
4546,0.26294117647058823,43,74,0.3709001542864768
4547,0.2550980392156863,43,75,0.3798149146926204
4548,0.26878431372549016,43,76,0.38890777363663354
4549,0.2413333333333333,43,77,0.3981665296905978
4550,0.24525490196078437,43,78,0.4075798772455708
4551,0.2530980392156863,43,79,0.41713735064602614
4552,0.26878431372549016,43,80,0.4268292682926829
4553,0.2883921568627451,43,81,0.4366466778041014
4554,0.2923137254901961,43,82,0.44658130301464766
4555,0.2805490196078432,43,83,0.45662549333778185
4556,0.25117647058823533,43,84,0.4667721758293814
4557,0.2442352941176471,43,85,0.47701481013677915
4558,0.2353725490196078,43,86,0.4873473464070265
4559,0.15400000000000003,43,87,0.49776418614533047
4560,0.15270588235294114,43,88,0.5082601459554806
4561,0.1286274509803922,43,89,0.5188304240532353
4562,0.1233333333333333,43,90,0.5294705694168881
4563,0.10262745098039217,43,91,0.5401764534231732
4564,0.07717647058823529,43,92,0.5509442438086106
4565,0.09286274509803927,43,93,0.5617703807941962
4566,0.10262745098039217,43,94,0.5726515552133608
4567,0.11439215686274506,43,95,0.5835846884880682
4568,0.10599999999999998,43,96,0.5945669143048247
4584,0.15600000000000003,44,8,0.5894168767607109
4585,0.2503921568627451,44,9,0.5783368634819208
4586,0.3273725490196078,44,10,0.5673026024201467
4587,0.3449019607843138,44,11,0.5563168159979046
4588,0.5429803921568627,44,12,0.5453824335365342
4589,0.21262745098039215,44,13,0.5345026097758812
4590,0.19494117647058817,44,14,0.5236807452093631
4591,0.3063137254901961,44,15,0.5129205084100754
4592,0.15380392156862743,44,16,0.5022258605359513
4593,0.1468627450980392,44,17,0.49160108221332616
4594,0.13254901960784315,44,18,0.4810508030077078
4595,0.1515294117647059,44,19,0.47058003369694484
4596,0.20043137254901955,44,20,0.46019420156373675
4597,0.2818823529411765,44,21,0.4498991889194321
4598,0.36635294117647055,44,22,0.4397013750565841
4599,0.3867058823529411,44,23,0.4296076818002082
4600,0.38278431372549027,44,24,0.41962562278256715
4601,0.3323529411764705,44,25,0.40976335649784
4602,0.3127450980392157,44,26,0.4000297430940665
4603,0.3172156862745098,44,27,0.39043440472151514
4604,0.29760784313725486,44,28,0.38098778906861724
4605,0.28447058823529403,44,29,0.37170123546654077
4606,0.27270588235294113,44,30,0.36258704261752456
4607,0.2371372549019608,44,31,0.35365853658536583
4608,0.23011764705882354,44,32,0.34493013716416954
4609,0.23796078431372547,44,33,0.3364174201008225
4610,0.23796078431372547,44,34,0.3281371718798466
4611,0.2458039215686274,44,35,0.320107432887968
4612,0.25874509803921564,44,36,0.31234752377721214
4613,0.235764705882353,44,37,0.3048780487804878
4614,0.2318431372549019,44,38,0.29772086867643177
4615,0.22172549019607846,44,39,0.29089903516772103
4616,0.22929411764705887,44,40,0.2844366777973317
4617,0.2253725490196079,44,41,0.27835883440276404
4618,0.23321568627450984,44,42,0.2726912167682671
4619,0.22929411764705887,44,43,0.26745990487147936
4620,0.24396078431372548,44,44,0.2626909662016831
4621,0.21843137254901968,44,45,0.2584100012245987
4622,0.21843137254901968,44,46,0.25464162216855
4623,0.22399999999999998,44,47,0.25140887961083297
4624,0.21843137254901968,44,48,0.24873265919964802
4625,0.20666666666666667,44,49,0.24663107824581323
4626,0.2262745098039216,44,50,0.2451189175883144
4627,0.23019607843137257,44,51,0.2442071267622047
4628,0.2145098039215686,44,52,0.24390243902439024
4629,0.21843137254901968,44,53,0.2442071267622047
4630,0.19937254901960788,44,54,0.2451189175883144
4631,0.20329411764705885,44,55,0.24663107824581323
4632,0.20137254901960788,44,56,0.24873265919964802
4633,0.20137254901960788,44,57,0.25140887961083297
4634,0.1974509803921568,44,58,0.25464162216855
4635,0.1974509803921568,44,59,0.2584100012245987
4636,0.196078431372549,44,60,0.2626909662016831
4637,0.18039215686274512,44,61,0.26745990487147936
4638,0.19415686274509802,44,62,0.2726912167682671
4639,0.18047058823529416,44,63,0.27835883440276404
4640,0.153921568627451,44,64,0.2844366777973317
4641,0.15976470588235292,44,65,0.29089903516772103
4642,0.14125490196078427,44,66,0.29772086867643177
4643,0.18439215686274513,44,67,0.3048780487804878
4644,0.196078431372549,44,68,0.31234752377721214
4645,0.207843137254902,44,69,0.320107432887968
4646,0.22490196078431368,44,70,0.3281371718798466
4647,0.21505882352941175,44,71,0.3364174201008225
4648,0.2626666666666666,44,72,0.34493013716416954
4649,0.25674509803921564,44,73,0.35365853658536583
4650,0.2668627450980392,44,74,0.36258704261752456
4651,0.26094117647058823,44,75,0.37170123546654077
4652,0.26094117647058823,44,76,0.38098778906861724
4653,0.24525490196078437,44,77,0.39043440472151514
4654,0.2413333333333333,44,78,0.4000297430940665
4655,0.27270588235294113,44,79,0.40976335649784
4656,0.28447058823529403,44,80,0.41962562278256715
4657,0.300156862745098,44,81,0.4296076818002082
4658,0.3040784313725491,44,82,0.4397013750565841
4659,0.300156862745098,44,83,0.4498991889194321
4660,0.28447058823529403,44,84,0.46019420156373675
4661,0.2324705882352941,44,85,0.47058003369694484
4662,0.21576470588235297,44,86,0.4810508030077078
4663,0.13913725490196072,44,87,0.49160108221332616
4664,0.15270588235294114,44,88,0.5022258605359513
4665,0.14431372549019605,44,89,0.5129205084100754
4666,0.13117647058823523,44,90,0.5236807452093631
4667,0.1104705882352941,44,91,0.5345026097758812
4668,0.1007058823529412,44,92,0.5453824335365342
4669,0.10462745098039217,44,93,0.5563168159979046
4670,0.10654901960784313,44,94,0.5673026024201467
4671,0.11439215686274506,44,95,0.5783368634819208
4672,0.117764705882353,44,96,0.5894168767607109
4687,0.182156862745098,45,7,0.5956914508204787
4688,0.2865882352941176,45,8,0.5844759495766711
4689,0.2546666666666666,45,9,0.573300452367959
4690,0.23615686274509806,45,10,0.5621673449568834
4691,0.3180784313725491,45,11,0.551079196472927
4692,0.5810980392156861,45,12,0.54003877623133
4693,0.21152941176470585,45,13,0.5290490722800942
4694,0.21745098039215682,45,14,0.5181133118597073
4695,0.24062745098039218,45,15,0.5072349839776932
4696,0.1577254901960784,45,16,0.49641786431823465
4697,0.14294117647058824,45,17,0.48566604272536285
4698,0.152156862745098,45,18,0.4749839535158646
4699,0.18290196078431376,45,19,0.4643764088941408
4700,0.2180392156862745,45,20,0.4538486357543511
4701,0.3387058823529412,45,21,0.443406316163362
4702,0.3624313725490196,45,22,0.4330556318186513
4703,0.3670980392156863,45,23,0.4228033127648711
4704,0.37968627450980397,45,24,0.41265669062655197
4705,0.30517647058823527,45,25,0.4026237565663214
4706,0.33819607843137245,45,26,0.3927132241001126
4707,0.32643137254901955,45,27,0.38293459678311176
4708,0.30937254901960787,45,28,0.37329824061009675
4709,0.30937254901960787,45,29,0.3638154607360073
4710,0.29623529411764704,45,30,0.35449858179874716
4711,0.27270588235294113,45,31,0.3453610306952755
4712,0.25364705882352934,45,32,0.3364174201008225
4713,0.25364705882352934,45,33,0.32768363030596104
4714,0.26541176470588235,45,34,0.31917688605615613
4715,0.24188235294117644,45,35,0.31091582399956
4716,0.25282352941176467,45,36,0.3029205450822981
4717,0.2606666666666666,45,37,0.29521264480268794
4718,0.2253725490196079,45,38,0.2878152127123402
4719,0.24552941176470588,45,39,0.28075279105417894
4720,0.22619607843137257,45,40,0.27405128114931987
4721,0.23011764705882354,45,41,0.267737785367075
4722,0.24188235294117644,45,42,0.26184037260468157
4723,0.24972549019607848,45,43,0.2563877566052273
4724,0.24498039215686274,45,44,0.25140887961083297
4725,0.24105882352941177,45,45,0.2469323991623974
4726,0.22145098039215694,45,46,0.24298608347769848
4727,0.23129411764705887,45,47,0.23959613054132317
4728,0.23129411764705887,45,48,0.23678643706033659
4729,0.24305882352941177,45,49,0.23457785441062615
4730,0.24305882352941177,45,50,0.23298747773832681
4731,0.2391372549019608,45,51,0.2320280193956152
4732,0.22854901960784313,45,52,0.23170731707317074
4733,0.21678431372549023,45,53,0.2320280193956152
4734,0.19882352941176462,45,54,0.23298747773832681
4735,0.21113725490196078,45,55,0.23457785441062615
4736,0.19545098039215691,45,56,0.23678643706033659
4737,0.20329411764705885,45,57,0.23959613054132317
4738,0.19937254901960788,45,58,0.24298608347769848
4739,0.1836862745098039,45,59,0.2469323991623974
4740,0.19470588235294117,45,60,0.25140887961083297
4741,0.1790196078431372,45,61,0.2563877566052273
4742,0.19862745098039214,45,62,0.26184037260468157
4743,0.17784313725490197,45,63,0.267737785367075
4744,0.14745098039215687,45,64,0.27405128114931987
4745,0.19223529411764706,45,65,0.28075279105417894
4746,0.20647058823529407,45,66,0.2878152127123402
4747,0.19545098039215691,45,67,0.29521264480268794
4748,0.20921568627450982,45,68,0.3029205450822981
4749,0.21843137254901968,45,69,0.31091582399956
4750,0.22235294117647064,45,70,0.31917688605615613
4751,0.2273725490196079,45,71,0.32768363030596104
4752,0.25674509803921564,45,72,0.3364174201008225
4753,0.26850980392156854,45,73,0.3453610306952755
4754,0.26094117647058823,45,74,0.35449858179874716
4755,0.2805490196078432,45,75,0.3638154607360073
4756,0.2606666666666666,45,76,0.37329824061009675
4757,0.2606666666666666,45,77,0.38293459678311176
4758,0.23321568627450984,45,78,0.3927132241001126
4759,0.2724313725490196,45,79,0.4026237565663214
4760,0.2841960784313726,45,80,0.41265669062655197
4761,0.32733333333333325,45,81,0.4228033127648711
4762,0.2881176470588236,45,82,0.4330556318186513
4763,0.2998823529411765,45,83,0.443406316163362
4764,0.2998823529411765,45,84,0.4538486357543511
4765,0.21113725490196078,45,85,0.4643764088941408
4766,0.21549019607843145,45,86,0.4749839535158646
4767,0.16211764705882348,45,87,0.48566604272536285
4768,0.1448627450980392,45,88,0.49641786431823465
4769,0.12470588235294122,45,89,0.5072349839776932
4770,0.11941176470588233,45,90,0.5181133118597073
4771,0.10654901960784313,45,91,0.5290490722800942
4772,0.1007058823529412,45,92,0.54003877623133
4773,0.1007058823529412,45,93,0.551079196472927
4774,0.10654901960784313,45,94,0.5621673449568834
4775,0.11439215686274506,45,95,0.573300452367959
4776,0.11439215686274506,45,96,0.5844759495766711
4777,0.11384313725490192,45,97,0.5956914508204787
4791,0.11019607843137258,46,7,0.5910546739537871
4792,0.13517647058823523,46,8,0.5797494792197421
4793,0.12313725490196081,46,9,0.5684810741856909
4794,0.1286274509803922,46,10,0.557251690672969
4795,0.3460784313725489,46,11,0.5460637360301978
4796,0.611843137254902,46,12,0.5349198097429587
4797,0.18317647058823527,46,13,0.5238227218271836
4798,0.16474509803921566,46,14,0.5127755132104546
4799,0.33082352941176474,46,15,0.5017814783278288
4800,0.16164705882352937,46,16,0.49084419018288067
4801,0.1468627450980392,46,17,0.479967528150108
4802,0.14431372549019605,46,18,0.4691557088212523
4803,0.12407843137254904,46,19,0.45841332022469516
4804,0.25298039215686274,46,20,0.44774535977282487
4805,0.33443137254901956,46,21,0.43715727631548584
4806,0.37611764705882345,46,22,0.4266550166959976
4807,0.3670980392156863,46,23,0.41624507721648807
4808,0.3595294117647059,46,24,0.4059345604169083
4809,0.3365490196078431,46,25,0.39573123755092565
4810,0.3287058823529412,46,26,0.38564361709370476
4811,0.32643137254901955,46,27,0.3756810195304723
4812,0.3107450980392157,46,28,0.36585365853658536
4813,0.3009803921568628,46,29,0.35617272845146913
4814,0.3054509803921568,46,30,0.3466504976476072
4815,0.2530980392156863,46,31,0.33730040697413
4816,0.26031372549019605,46,32,0.3281371718798466
4817,0.2563921568627451,46,33,0.31917688605615613
4818,0.2524705882352941,46,34,0.31043712344775254
4819,0.2407058823529411,46,35,0.30193703422292556
4820,0.2530980392156863,46,36,0.2936974287510316
4821,0.25701960784313727,46,37,0.285740841801463
4822,0.2575686274509804,46,38,0.2780915670973507
4823,0.24188235294117644,46,39,0.27077565013627464
4824,0.25701960784313727,46,40,0.26382082503395043
4825,0.2648627450980392,46,41,0.2572563793869389
4826,0.25701960784313727,46,42,0.25111293026797565
4827,0.25701960784313727,46,43,0.24542209509144033
4828,0.2524705882352941,46,44,0.24021604394624643
4829,0.25364705882352934,46,45,0.2355269258027801
4830,0.23796078431372547,46,46,0.23138617025622288
4831,0.2371372549019608,46,47,0.22782367917401714
4832,0.22929411764705887,46,48,0.22486693798275334
4833,0.22145098039215694,46,49,0.2225400925718861
4834,0.2253725490196079,46,50,0.2208630521496931
4835,0.22929411764705887,46,51,0.21985068752829204
4836,0.2509019607843137,46,52,0.21951219512195122
4837,0.2391372549019608,46,53,0.21985068752829204
4838,0.22792156862745094,46,54,0.2208630521496931
4839,0.2083137254901961,46,55,0.2225400925718861
4840,0.19937254901960788,46,56,0.22486693798275334
4841,0.19152941176470584,46,57,0.22782367917401714
4842,0.18760784313725487,46,58,0.23138617025622288
4843,0.20329411764705885,46,59,0.2355269258027801
4844,0.19470588235294117,46,60,0.24021604394624643
4845,0.19352941176470595,46,61,0.24542209509144033
4846,0.17976470588235294,46,62,0.25111293026797565
4847,0.1785882352941176,46,63,0.2572563793869389
4848,0.171921568627451,46,64,0.26382082503395043
4849,0.20329411764705885,46,65,0.27077565013627464
4850,0.1909803921568627,46,66,0.2780915670973507
4851,0.20384313725490188,46,67,0.285740841801463
4852,0.23968627450980384,46,68,0.2936974287510316
4853,0.23129411764705887,46,69,0.30193703422292556
4854,0.24105882352941177,46,70,0.31043712344775254
4855,0.26294117647058823,46,71,0.31917688605615613
4856,0.25282352941176467,46,72,0.3281371718798466
4857,0.2575686274509804,46,73,0.33730040697413
4858,0.2766274509803921,46,74,0.3466504976476072
4859,0.2715294117647058,46,75,0.35617272845146913
4860,0.2668627450980392,46,76,0.36585365853658536
4861,0.27078431372549017,46,77,0.3756810195304723
4862,0.2903921568627451,46,78,0.38564361709370476
4863,0.25901960784313727,46,79,0.39573123755092565
4864,0.2943137254901961,46,80,0.4059345604169083
4865,0.31000000000000005,46,81,0.41624507721648807
4866,0.3060784313725491,46,82,0.4266550166959976
4867,0.31000000000000005,46,83,0.43715727631548584
4868,0.3054509803921568,46,84,0.44774535977282487
4869,0.27078431372549017,46,85,0.45841332022469516
4870,0.20792156862745093,46,86,0.4691557088212523
4871,0.17188235294117649,46,87,0.479967528150108
4872,0.12525490196078426,46,88,0.49084419018288067
4873,0.12470588235294122,46,89,0.5017814783278288
4874,0.10372549019607846,46,90,0.5127755132104546
4875,0.0987058823529412,46,91,0.5238227218271836
4876,0.1007058823529412,46,92,0.5349198097429587
4877,0.09678431372549023,46,93,0.5460637360301978
4878,0.09478431372549023,46,94,0.557251690672969
4879,0.10262745098039217,46,95,0.5684810741856909
4880,0.11439215686274506,46,96,0.5797494792197421
4881,0.11439215686274506,46,97,0.5910546739537871
4894,0.15376470588235291,47,6,0.598058528548255
4895,0.12341176470588233,47,7,0.5866348034539363
4896,0.14674509803921576,47,8,0.575242751954671
4897,0.1432941176470588,47,9,0.5638842937413118
4898,0.14658823529411769,47,10,0.5525615004492289
4899,0.4374509803921569,47,11,0.5412766102724914
4900,0.6297254901960785,47,12,0.5300320441975788
4901,0.18827450980392157,47,13,0.5188304240532353
4902,0.1818823529411765,47,14,0.507674592597528
4903,0.22721568627450983,47,15,0.4965676358903008
4904,0.1586274509803921,47,16,0.48551290822913123
4905,0.10529411764705876,47,17,0.4745140599596029
4906,0.1468627450980392,47,18,0.46357506850605396
4907,0.1321960784313725,47,19,0.45270027300659965
4908,0.19952941176470584,47,20,0.4418944129754497
4909,0.3391764705882353,47,21,0.4311626714552119
4910,0.35925490196078425,47,22,0.4205107231601626
4911,0.35898039215686284,47,23,0.409944788145649
4912,0.35615686274509795,47,24,0.3994716915648585
4913,0.3287058823529412,47,25,0.38909893008643454
4914,0.3247843137254902,47,26,0.3788347455368065
4915,0.3169411764705883,47,27,0.36868820628856036
4916,0.3245098039215686,47,28,0.3586692968256766
4917,0.2970588235294118,47,29,0.34878901575792903
4918,0.3088235294117647,47,30,0.33905948230384986
4919,0.2852941176470588,47,31,0.3294940508806414
4920,0.25584313725490193,47,32,0.320107432887968
4921,0.2597647058823529,47,33,0.31091582399956
4922,0.248,47,34,0.30193703422292556
4923,0.2597647058823529,47,35,0.2931906165895441
4924,0.2530980392156863,47,36,0.2846979885348476
4925,0.24917647058823533,47,37,0.27648253777450327
4926,0.26149019607843127,47,38,0.26856970177494194
4927,0.26541176470588235,47,39,0.2609870068174719
4928,0.25584313725490193,47,40,0.2537640493498148
4929,0.248,47,41,0.2469323991623974
4930,0.2715294117647058,47,42,0.2405254015038539
4931,0.263686274509804,47,43,0.23457785441062615
4932,0.2524705882352941,47,44,0.2291255393665358
4933,0.23678431372549025,47,45,0.22420458915671018
4934,0.23286274509803917,47,46,0.21985068752829204
4935,0.2524705882352941,47,47,0.21609811154474817
4936,0.24854901960784315,47,48,0.21297864873869488
4937,0.2524705882352941,47,49,0.2105204451418545
4938,0.22619607843137257,47,50,0.20874686303199622
4939,0.24972549019607848,47,51,0.20767544348690736
4940,0.24525490196078437,47,52,0.2073170731707317
4941,0.2458039215686274,47,53,0.20767544348690736
4942,0.2458039215686274,47,54,0.20874686303199622
4943,0.23960784313725492,47,55,0.2105204451418545
4944,0.2145098039215686,47,56,0.21297864873869488
4945,0.2027450980392157,47,57,0.21609811154474817
4946,0.23219607843137258,47,58,0.21985068752829204
4947,0.22043137254901968,47,59,0.22420458915671018
4948,0.22043137254901968,47,60,0.2291255393665358
4949,0.19490196078431365,47,61,0.23457785441062615
4950,0.20047058823529407,47,62,0.2405254015038539
4951,0.21415686274509804,47,63,0.2469323991623974
4952,0.22792156862745094,47,64,0.2537640493498148
4953,0.2273725490196079,47,65,0.2609870068174719
4954,0.19992156862745092,47,66,0.26856970177494194
4955,0.23858823529411766,47,67,0.27648253777450327
4956,0.23321568627450984,47,68,0.2846979885348476
4957,0.2489019607843137,47,69,0.2931906165895441
4958,0.25674509803921564,47,70,0.30193703422292556
4959,0.25674509803921564,47,71,0.31091582399956
4960,0.2648627450980392,47,72,0.320107432887968
4961,0.2766274509803921,47,73,0.3294940508806414
4962,0.23741176470588232,47,74,0.33905948230384986
4963,0.25701960784313727,47,75,0.34878901575792903
4964,0.2646666666666666,47,76,0.3586692968256766
4965,0.25874509803921564,47,77,0.36868820628856036
4966,0.2626666666666666,47,78,0.3788347455368065
4967,0.28027450980392155,47,79,0.38909893008643454
4968,0.2970588235294118,47,80,0.3994716915648585
4969,0.3088235294117647,47,81,0.409944788145649
4970,0.2852941176470588,47,82,0.4205107231601626
4971,0.3009803921568628,47,83,0.4311626714552119
4972,0.313921568627451,47,84,0.4418944129754497
4973,0.2489019607843137,47,85,0.45270027300659965
4974,0.22854901960784313,47,86,0.46357506850605396
4975,0.17654901960784308,47,87,0.4745140599596029
4976,0.16796078431372552,47,88,0.48551290822913123
4977,0.12882352941176467,47,89,0.4965676358903008
4978,0.09415686274509805,47,90,0.507674592597528
4979,0.08101960784313722,47,91,0.5188304240532353
4980,0.09058823529411764,47,92,0.5300320441975788
4981,0.09058823529411764,47,93,0.5412766102724914
4982,0.1104705882352941,47,94,0.5525615004492289
4983,0.0987058823529412,47,95,0.5638842937413118
4984,0.11639215686274507,47,96,0.575242751954671
4985,0.11941176470588233,47,97,0.5866348034539363
4986,0.1286274509803922,47,98,0.598058528548255
4998,0.15203921568627454,48,6,0.5939412517993132
4999,0.09568627450980394,48,7,0.5824367773785147
5000,0.1386274509803922,48,8,0.5709609712546159
5001,0.12898039215686274,48,9,0.5595155974124127
5002,0.1734901960784314,48,10,0.5481025622986397
5003,0.47858823529411754,48,11,0.5367239288942778
5004,0.6152156862745097,48,12,0.5253819324033662
5005,0.22356862745098038,48,13,0.514078997764829
5006,0.16894117647058826,48,14,0.5028177592216659
5007,0.15427450980392154,48,15,0.49160108221332616
5008,0.22666666666666668,48,16,0.48043208789249287
5009,0.10921568627450984,48,17,0.46931418060716723
5010,0.11941176470588233,48,18,0.4582510787330716
5011,0.20223529411764707,48,19,0.44724684929005487
5012,0.2963921568627451,48,20,0.4363059468292273
5013,0.35039215686274505,48,21,0.425433257134449
5014,0.35925490196078425,48,22,0.4146341463414634
5015,0.3595294117647059,48,23,0.403914516138517
5016,0.348313725490196,48,24,0.39328086577066096
5017,0.3365490196078431,48,25,0.3827403616213467
5018,0.34439215686274505,48,26,0.37230091518228653
5019,0.3365490196078431,48,27,0.361971270235508
5020,0.32643137254901955,48,28,0.3517611000452672
5021,0.3068235294117647,48,29,0.3416811152712659
5022,0.30290196078431375,48,30,0.3317431831398889
5023,0.2950588235294118,48,31,0.3219604581083923
5024,0.2841176470588235,48,32,0.31234752377721214
5025,0.2566666666666666,48,33,0.3029205450822981
5026,0.2605882352941177,48,34,0.2936974287510316
5027,0.2723529411764706,48,35,0.2846979885348476
5028,0.25054901960784315,48,36,0.27594410973133565
5029,0.24015686274509807,48,37,0.26745990487147936
5030,0.25192156862745096,48,38,0.259271849091089
5031,0.27207843137254906,48,39,0.25140887961083297
5032,0.2566666666666666,48,40,0.24390243902439024
5033,0.27627450980392165,48,41,0.23678643706033659
5034,0.2841176470588235,48,42,0.23009710078186837
5035,0.27627450980392165,48,43,0.22387267988641243
5036,0.25274509803921563,48,44,0.21815297341461365
5037,0.2684313725490195,48,45,0.21297864873869488
5038,0.2566666666666666,48,46,0.20839033525164707
5039,0.2801960784313726,48,47,0.20442749529561233
5040,0.2919607843137255,48,48,0.20112710368866638
5041,0.27627450980392165,48,49,0.19852220239145982
5042,0.27545098039215676,48,50,0.19664043288533048
5043,0.2805490196078432,48,51,0.19550267734001706
5044,0.27270588235294113,48,52,0.1951219512195122
5045,0.2648627450980392,48,53,0.19550267734001706
5046,0.2458039215686274,48,54,0.19664043288533048
5047,0.25364705882352934,48,55,0.19852220239145982
5048,0.26541176470588235,48,56,0.20112710368866638
5049,0.24105882352941177,48,57,0.20442749529561233
