,b,y,x,r
6161,0.17050980392156867,59,25,0.33486659067673125
6162,0.18227450980392157,59,26,0.3228829828017982
6163,0.1486274509803921,59,27,0.31091582399956
6164,0.13611764705882345,59,28,0.2989670895641771
6165,0.12317647058823522,59,29,0.28703908038877607
6166,0.11980392156862751,59,30,0.2751344920165482
6167,0.09819607843137257,59,31,0.2632565017673525
6168,0.12654901960784315,59,32,0.25140887961083297
6169,0.1249019607843137,59,33,0.23959613054132317
6170,0.10721568627450984,59,34,0.22782367917401714
6171,0.13803921568627453,59,35,0.21609811154474817
6172,0.14980392156862743,59,36,0.20442749529561233
6173,0.13741176470588234,59,37,0.19282180854685238
6174,0.19113725490196076,59,38,0.18129352130876228
6175,0.18603921568627446,59,39,0.16985839362419658
6176,0.22215686274509805,59,40,0.15853658536585366
6177,0.22215686274509805,59,41,0.14735421919017772
6178,0.22607843137254902,59,42,0.13634560838413354
6179,0.1725490196078432,59,43,0.12555646513398783
6180,0.207843137254902,59,44,0.11504855039093419
6181,0.2027450980392157,59,45,0.10490640569564179
6182,0.21113725490196078,59,46,0.09524694726715431
6183,0.20439215686274514,59,47,0.08623253429104238
6184,0.20082352941176473,59,48,0.07808688094430304
6185,0.20666666666666667,59,49,0.07110916944933293
6186,0.19937254901960788,59,50,0.06567274155042077
6187,0.19999999999999996,59,51,0.062183164799912004
6188,0.19662745098039214,59,52,0.06097560975609756
6189,0.18686274509803924,59,53,0.062183164799912004
6190,0.1563921568627451,59,54,0.06567274155042077
6191,0.13768627450980386,59,55,0.07110916944933293
6192,0.1515294117647059,59,56,0.07808688094430304
6193,0.10984313725490202,59,57,0.08623253429104238
6194,0.08996078431372545,59,58,0.09524694726715431
6195,0.08631372549019611,59,59,0.10490640569564179
6196,0.07400000000000007,59,60,0.11504855039093419
6197,0.08266666666666667,59,61,0.12555646513398783
6198,0.07035294117647062,59,62,0.13634560838413354
6199,0.08796078431372545,59,63,0.14735421919017772
6200,0.1095686274509804,59,64,0.15853658536585366
6201,0.12043137254901959,59,65,0.16985839362419658
6202,0.11415686274509806,59,66,0.18129352130876228
6203,0.12172549019607848,59,67,0.19282180854685238
6204,0.12145098039215685,59,68,0.20442749529561233
6205,0.12929411764705878,59,69,0.21609811154474817
6206,0.14160784313725494,59,70,0.22782367917401714
6207,0.12364705882352944,59,71,0.23959613054132317
6208,0.1368627450980392,59,72,0.25140887961083297
6209,0.14078431372549016,59,73,0.2632565017673525
6210,0.1368627450980392,59,74,0.2751344920165482
6211,0.1368627450980392,59,75,0.28703908038877607
6212,0.14078431372549016,59,76,0.2989670895641771
6213,0.14890196078431372,59,77,0.31091582399956
6214,0.12929411764705878,59,78,0.3228829828017982
6215,0.15784313725490196,59,79,0.33486659067673125
6216,0.16960784313725497,59,80,0.3468649427640949
6217,0.20792156862745093,59,81,0.35887656023322345
6218,0.2518039215686274,59,82,0.3709001542864768
6219,0.2355686274509804,59,83,0.38293459678311176
6220,0.26384313725490194,59,84,0.3949788961146743
6221,0.2841960784313726,59,85,0.40703217727508867
6222,0.3152156862745098,59,86,0.4190936653034044
6223,0.34658823529411764,59,87,0.4311626714552119
6224,0.33313725490196067,59,88,0.4432385815947865
6225,0.1863137254901961,59,89,0.4553208464047432
6226,0.20015686274509803,59,90,0.4674089730911415
6227,0.10239215686274505,59,91,0.4795025183253049
6228,0.25964705882352934,59,92,0.49160108221332616
6229,0.2808235294117647,59,93,0.5037043031234971
6230,0.2941568627450981,59,94,0.5158118532330879
6231,0.282392156862745,59,95,0.5279234346808137
6232,0.35105882352941165,59,96,0.54003877623133
6233,0.20196078431372544,59,97,0.5521576303742327
6234,0.15490196078431373,59,98,0.5642797707931353
6235,0.11321568627450984,59,99,0.5764049901510475
6236,0.334313725490196,59,100,0.5885330981470075
6243,0.1508627450980392,60,3,0.599548709916188
6244,0.11411764705882355,60,4,0.5873948575020632
6245,0.14941176470588236,60,5,0.575242751954671
6246,0.12196078431372548,60,6,0.563092506371473
6247,0.0945098039215686,60,7,0.5509442438086106
6248,0.1273333333333333,60,8,0.5387980983993786
6249,0.10945098039215684,60,9,0.5266542166265654
6250,0.29800000000000004,60,10,0.5145127587738778
6251,0.6924705882352941,60,11,0.5023739005864873
6252,0.5740000000000001,60,12,0.4902378351766288
6253,0.1630588235294117,60,13,0.4781047752173819
6254,0.1310980392156862,60,14,0.46597495547665363
6255,0.13298039215686275,60,15,0.4538486357543511
6256,0.29984313725490197,60,16,0.4417261042993862
6257,0.435607843137255,60,17,0.4296076818002082
6258,0.3431372549019607,60,18,0.41749372606399243
6259,0.3915294117647059,60,19,0.40538463752669907
6260,0.34839215686274505,60,20,0.39328086577066096
6261,0.3214901960784313,60,21,0.38118291727043374
6262,0.28117647058823536,60,22,0.3690913646444282
6263,0.1883137254901961,60,23,0.3570068577635231
6264,0.1665882352941177,60,24,0.34493013716416954
6265,0.13913725490196072,60,25,0.3328620503403947
6266,0.1368627450980392,60,26,0.320803571657705
6267,0.1250980392156863,60,27,0.30875582685785763
6268,0.12372549019607848,60,28,0.2967201234291814
6269,0.11725490196078436,60,29,0.2846979885348476
6270,0.10666666666666669,60,30,0.2726912167682671
6271,0.0896078431372549,60,31,0.2607019308101457
6272,0.0767450980392157,60,32,0.24873265919964802
6273,0.08458823529411763,60,33,0.23678643706033659
6274,0.08458823529411763,60,34,0.22486693798275334
6275,0.10419607843137257,60,35,0.21297864873869488
6276,0.09635294117647053,60,36,0.20112710368866638
6277,0.1131372549019608,60,37,0.18931920361292712
6278,0.12172549019607848,60,38,0.1775636558361102
6279,0.14380392156862742,60,39,0.16587159156994444
6280,0.17262745098039212,60,40,0.15425744683748194
6281,0.17262745098039212,60,41,0.14274024281365397
6282,0.18239215686274513,60,42,0.13134548310084154
6283,0.21376470588235297,60,43,0.12010802197312322
6284,0.19999999999999996,60,44,0.10907648670730682
6285,0.19215686274509802,60,45,0.09832021644266524
6286,0.2072156862745098,60,46,0.0879402750113168
6287,0.2021176470588235,60,47,0.07808688094430304
6288,0.20921568627450982,60,48,0.06898602743283391
6289,0.20921568627450982,60,49,0.06097560975609756
6290,0.1792156862745098,60,50,0.05453824335365341
6291,0.1745490196078432,60,51,0.050281775922166594
6292,0.16698039215686278,60,52,0.04878048780487805
6293,0.1563921568627451,60,53,0.050281775922166594
6294,0.12592156862745096,60,54,0.05453824335365341
6295,0.1270980392156863,60,55,0.06097560975609756
6296,0.10447058823529409,60,56,0.06898602743283391
6297,0.09023529411764708,60,57,0.07808688094430304
6298,0.08011764705882352,60,58,0.0879402750113168
6299,0.07647058823529407,60,59,0.09832021644266524
6300,0.08266666666666667,60,60,0.10907648670730682
6301,0.0905098039215686,60,61,0.12010802197312322
6302,0.10364705882352943,60,62,0.13134548310084154
6303,0.11933333333333329,60,63,0.14274024281365397
6304,0.1490588235294117,60,64,0.15425744683748194
6305,0.14588235294117646,60,65,0.16587159156994444
6306,0.13741176470588234,60,66,0.1775636558361102
6307,0.13741176470588234,60,67,0.18931920361292712
6308,0.1528235294117647,60,68,0.20112710368866638
6309,0.14160784313725494,60,69,0.21297864873869488
6310,0.14160784313725494,60,70,0.22486693798275334
6311,0.14325490196078428,60,71,0.23678643706033659
6312,0.1368627450980392,60,72,0.24873265919964802
6313,0.1486274509803921,60,73,0.2607019308101457
6314,0.1486274509803921,60,74,0.2726912167682671
6315,0.14078431372549016,60,75,0.2846979885348476
6316,0.14470588235294124,60,76,0.2967201234291814
6317,0.1528235294117647,60,77,0.30875582685785763
6318,0.1645882352941177,60,78,0.320803571657705
6319,0.16960784313725497,60,79,0.3328620503403947
6320,0.153921568627451,60,80,0.34493013716416954
6321,0.1938823529411764,60,81,0.3570068577635231
6322,0.23611764705882354,60,82,0.3690913646444282
6323,0.24396078431372548,60,83,0.38118291727043374
6324,0.25125490196078426,60,84,0.39328086577066096
6325,0.28227450980392166,60,85,0.40538463752669907
6326,0.2861960784313725,60,86,0.41749372606399243
6327,0.27560784313725484,60,87,0.4296076818002082
6328,0.15466666666666662,60,88,0.4417261042993862
6329,0.2590980392156863,60,89,0.4538486357543511
6330,0.11807843137254903,60,90,0.46597495547665363
6331,0.1337647058823529,60,91,0.4781047752173819
6332,0.26713725490196083,60,92,0.4902378351766288
6333,0.2572941176470589,60,93,0.5023739005864873
6334,0.24517647058823533,60,94,0.5145127587738778
6335,0.2670588235294118,60,95,0.5266542166265654
6336,0.16764705882352937,60,96,0.5387980983993786
6337,0.14094117647058824,60,97,0.5509442438086106
6338,0.16803921568627445,60,98,0.563092506371473
6339,0.19784313725490188,60,99,0.575242751954671
6340,0.6480392156862744,60,100,0.5873948575020632
6341,0.6480392156862744,60,101,0.599548709916188
6347,0.13580392156862753,61,3,0.5986798882260281
6348,0.1016078431372549,61,4,0.5865080320200512
6349,0.16043137254901962,61,5,0.5743371628934935
6350,0.12121568627450974,61,6,0.5621673449568834
6351,0.1133725490196078,61,7,0.5499986479892527
6352,0.1421960784313725,61,8,0.5378311480780474
6353,0.10298039215686272,61,9,0.5256649283476172
6354,0.3214509803921568,61,10,0.5135000797909097
6355,0.656,61,11,0.5013367022218163
6356,0.570078431372549,61,12,0.48917490536906294
6357,0.13560784313725494,61,13,0.47701481013677915
6358,0.11933333333333329,61,14,0.4648565500620956
6359,0.14474509803921565,61,15,0.45270027300659965
6360,0.32466666666666666,61,16,0.4405461431265474
6361,0.48631372549019614,61,17,0.4283943431768365
6362,0.40650980392156866,61,18,0.41624507721648807
6363,0.34109803921568616,61,19,0.40409857379953396
6364,0.317843137254902,61,20,0.39195508975580967
6365,0.28737254901960774,61,21,0.3798149146926204
6366,0.21768627450980393,61,22,0.3676783763824716
6367,0.15921568627450977,61,23,0.35554584724666466
6368,0.16266666666666663,61,24,0.3434177522031396
6369,0.1486274509803921,61,25,0.3312945782245396
6370,0.16823529411764704,61,26,0.31917688605615613
6371,0.1413333333333333,61,27,0.30706532468327247
6372,0.14160784313725494,61,28,0.2949606493279957
6373,0.12564705882352944,61,29,0.28286374401812686
6374,0.10529411764705876,61,30,0.27077565013627464
6375,0.08658823529411763,61,31,0.25869760287312715
6376,0.08796078431372545,61,32,0.24663107824581323
6377,0.07282352941176473,61,33,0.23457785441062615
6378,0.08266666666666667,61,34,0.2225400925718861
6379,0.08631372549019611,61,35,0.2105204451418545
6380,0.0849411764705883,61,36,0.19852220239145982
6381,0.08239215686274504,61,37,0.18654949439973603
6382,0.10811764705882354,61,38,0.17460757394239457
6383,0.11505882352941177,61,39,0.1627032202942236
6384,0.10549019607843135,61,40,0.15084532776649975
6385,0.12984313725490193,61,41,0.13904578354867536
6386,0.16341176470588237,61,42,0.127320811084275
6387,0.1703529411764706,61,43,0.11569308512811144
6388,0.1350588235294118,61,44,0.10419516762582354
6389,0.16333333333333333,61,45,0.09287528177882816
6390,0.20392156862745092,61,46,0.08180736503048011
6391,0.20137254901960788,61,47,0.07110916944933293
6392,0.1843137254901961,61,48,0.06097560975609756
6393,0.17137254901960786,61,49,0.05173952057462542
6394,0.18486274509803924,61,50,0.0439701375056584
6395,0.1499999999999999,61,51,0.038564361709370484
6396,0.1368627450980392,61,52,0.036585365853658534
6397,0.12317647058823522,61,53,0.038564361709370484
6398,0.1131372549019608,61,54,0.0439701375056584
6399,0.12043137254901959,61,55,0.05173952057462542
6400,0.10364705882352943,61,56,0.06097560975609756
6401,0.08403921568627448,61,57,0.07110916944933293
6402,0.08403921568627448,61,58,0.08180736503048011
6403,0.10027450980392161,61,59,0.09287528177882816
6404,0.09972549019607846,61,60,0.10419516762582354
6405,0.1131372549019608,61,61,0.11569308512811144
6406,0.12435294117647056,61,62,0.127320811084275
6407,0.12235294117647055,61,63,0.13904578354867536
6408,0.13411764705882345,61,64,0.15084532776649975
6409,0.15117647058823525,61,65,0.1627032202942236
6410,0.14325490196078428,61,66,0.17460757394239457
6411,0.13294117647058823,61,67,0.18654949439973603
6412,0.11807843137254903,61,68,0.19852220239145982
6413,0.10631372549019602,61,69,0.2105204451418545
6414,0.133764705882353,61,70,0.2225400925718861
6415,0.122,61,71,0.23457785441062615
6416,0.1368627450980392,61,72,0.24663107824581323
6417,0.14078431372549016,61,73,0.25869760287312715
6418,0.1486274509803921,61,74,0.27077565013627464
6419,0.1486274509803921,61,75,0.28286374401812686
6420,0.1486274509803921,61,76,0.2949606493279957
6421,0.10576470588235298,61,77,0.30706532468327247
6422,0.13713725490196071,61,78,0.31917688605615613
6423,0.153921568627451,61,79,0.3312945782245396
6424,0.16513725490196074,61,80,0.3434177522031396
6425,0.18019607843137253,61,81,0.35554584724666466
6426,0.19470588235294117,61,82,0.3676783763824716
6427,0.23729411764705888,61,83,0.3798149146926204
6428,0.2333725490196078,61,84,0.39195508975580967
6429,0.2792549019607843,61,85,0.40409857379953396
6430,0.32749019607843133,61,86,0.41624507721648807
6431,0.13258823529411767,61,87,0.4283943431768365
6432,0.2053725490196079,61,88,0.4405461431265474
6433,0.2593725490196078,61,89,0.45270027300659965
6434,0.2104705882352942,61,90,0.4648565500620956
6435,0.12082352941176466,61,91,0.47701481013677915
6436,0.23741176470588232,61,92,0.48917490536906294
6437,0.2264705882352941,61,93,0.5013367022218163
6438,0.2382352941176471,61,94,0.5135000797909097
6439,0.19545098039215691,61,95,0.5256649283476172
6440,0.2072156862745098,61,96,0.5378311480780474
6441,0.14713725490196083,61,97,0.5499986479892527
6442,0.2162745098039216,61,98,0.5621673449568834
6443,0.2701568627450981,61,99,0.5743371628934935
6444,0.6401960784313725,61,100,0.5865080320200512
6445,0.6284313725490196,61,101,0.5986798882260281
6451,0.122235294117647,62,3,0.598058528548255
6452,0.11494117647058821,62,4,0.585873763388503
6453,0.09925490196078435,62,5,0.5736894383580037
6454,0.12670588235294122,62,6,0.5615055821083579
6455,0.07599999999999996,62,7,0.5493222258319614
6456,0.10729411764705876,62,8,0.5371394035498839
6457,0.0756470588235294,62,9,0.5249571524397777
6458,0.3034901960784313,62,10,0.5127755132104546
6459,0.6647450980392157,62,11,0.5005945305310681
6460,0.5431764705882353,62,12,0.4884142535244094
6461,0.14400000000000002,62,13,0.47623473633577157
6462,0.11203921568627451,62,14,0.4640560387912304
6463,0.12176470588235289,62,15,0.4518782271621684
6464,0.35301960784313724,62,16,0.4397013750565841
6465,0.4558431372549019,62,17,0.4275255644623928
6466,0.1528627450980392,62,18,0.4153508869738147
6467,0.29074509803921567,62,19,0.40317744523942783
6468,0.2959607843137255,62,20,0.3910053546800341
6469,0.2674901960784314,62,21,0.3788347455368065
6470,0.22843137254901957,62,22,0.3666657653261685
6471,0.18082352941176472,62,23,0.35449858179874716
6472,0.172156862745098,62,24,0.34233338652727313
6473,0.15647058823529414,62,25,0.3301703992848996
6474,0.1413333333333333,62,26,0.3180098734245195
6475,0.14917647058823524,62,27,0.3058521025362062
6476,0.14725490196078428,62,28,0.2936974287510316
6477,0.14725490196078428,62,29,0.2815462531857365
6478,0.14980392156862743,62,30,0.2693990491996893
6479,0.12627450980392152,62,31,0.2572563793869389
6480,0.11925490196078425,62,32,0.2451189175883144
6481,0.12098039215686274,62,33,0.23298747773832681
6482,0.08403921568627448,62,34,0.2208630521496931
6483,0.09443137254901957,62,35,0.20874686303199622
6484,0.05886274509803924,62,36,0.19664043288533048
6485,0.08239215686274504,62,37,0.1845456823222141
6486,0.09443137254901957,62,38,0.17246506858208477
6487,0.09243137254901956,62,39,0.1604017858288525
6488,0.1013725490196078,62,40,0.1483600617145907
6489,0.11058823529411765,62,41,0.13634560838413354
6490,0.1178039215686274,62,42,0.12436632959982401
6491,0.14380392156862742,62,43,0.11243346899137667
6492,0.17599999999999993,62,44,0.10056355184433319
6493,0.16250980392156866,62,45,0.0887818279180551
6494,0.19470588235294117,62,46,0.07712872341874097
6495,0.18823529411764706,62,47,0.06567274155042077
6496,0.2005490196078431,62,48,0.05453824335365341
6497,0.1887843137254902,62,49,0.0439701375056584
6498,0.1512941176470588,62,50,0.034493013716416956
6499,0.14470588235294124,62,51,0.027269121676826706
6500,0.12882352941176467,62,52,0.024390243902439025
6501,0.12235294117647055,62,53,0.027269121676826706
6502,0.10666666666666669,62,54,0.034493013716416956
6503,0.1013725490196078,62,55,0.0439701375056584
6504,0.10027450980392161,62,56,0.05453824335365341
6505,0.09188235294117642,62,57,0.06567274155042077
6506,0.1249019607843137,62,58,0.07712872341874097
6507,0.13074509803921563,62,59,0.0887818279180551
6508,0.11705882352941177,62,60,0.10056355184433319
6509,0.11843137254901959,62,61,0.11243346899137667
6510,0.13411764705882345,62,62,0.12436632959982401
6511,0.1433333333333333,62,63,0.13634560838413354
6512,0.13549019607843138,62,64,0.1483600617145907
6513,0.1530980392156862,62,65,0.1604017858288525
6514,0.1690588235294117,62,66,0.17246506858208477
6515,0.1430588235294118,62,67,0.1845456823222141
6516,0.14325490196078428,62,68,0.19664043288533048
6517,0.16678431372549019,62,69,0.20874686303199622
6518,0.15337254901960784,62,70,0.2208630521496931
6519,0.1528235294117647,62,71,0.23298747773832681
6520,0.1368627450980392,62,72,0.2451189175883144
6521,0.16431372549019607,62,73,0.2572563793869389
6522,0.1368627450980392,62,74,0.2693990491996893
6523,0.172156862745098,62,75,0.2815462531857365
6524,0.10941176470588232,62,76,0.2936974287510316
6525,0.15674509803921566,62,77,0.3058521025362062
6526,0.20380392156862748,62,78,0.3180098734245195
6527,0.18137254901960786,62,79,0.3301703992848996
6528,0.18984313725490198,62,80,0.34233338652727313
6529,0.21019607843137256,62,81,0.35449858179874716
6530,0.21431372549019612,62,82,0.3666657653261685
6531,0.2527058823529411,62,83,0.3788347455368065
6532,0.23572549019607847,62,84,0.3910053546800341
6533,0.200078431372549,62,85,0.40317744523942783
6534,0.3431764705882353,62,86,0.4153508869738147
6535,0.1883137254901961,62,87,0.4275255644623928
6536,0.22999999999999998,62,88,0.4397013750565841
6537,0.3307843137254902,62,89,0.4518782271621684
6538,0.2174117647058823,62,90,0.4640560387912304
6539,0.12894117647058823,62,91,0.47623473633577157
6540,0.19862745098039214,62,92,0.4884142535244094
6541,0.20921568627450982,62,93,0.5005945305310681
6542,0.2021176470588235,62,94,0.5127755132104546
6543,0.18643137254901954,62,95,0.5249571524397777
6544,0.1970196078431372,62,96,0.5371394035498839
6545,0.1770588235294117,62,97,0.5493222258319614
6546,0.21235294117647063,62,98,0.5615055821083579
6547,0.626078431372549,62,99,0.5736894383580037
6548,0.6362745098039215,62,100,0.585873763388503
6549,0.6284313725490196,62,101,0.598058528548255
6555,0.42494117647058816,63,3,0.5976854026752607
6556,0.36172549019607847,63,4,0.5854928723979417
6557,0.5473333333333333,63,5,0.573300452367959
6558,0.3154901960784313,63,6,0.5611081497720654
6559,0.46972549019607845,63,7,0.5489159724354585
6560,0.6582352941176471,63,8,0.5367239288942778
6561,0.37988235294117645,63,9,0.524532028478209
6562,0.2515686274509804,63,10,0.5123402814048782
6563,0.574156862745098,63,11,0.5001486988880458
6564,0.38192156862745086,63,12,0.48795729326201354
6565,0.12470588235294122,63,13,0.47576607812515026
6566,0.10105882352941176,63,14,0.46357506850605396
6567,0.14615686274509798,63,15,0.451384281056628
6568,0.33196078431372544,63,16,0.4391937342772953
6569,0.1781176470588235,63,17,0.4270034487807707
6570,0.5788627450980391,63,18,0.41481344760231587
6571,0.2959607843137254,63,19,0.4026237565663214
6572,0.29803921568627456,63,20,0.39043440472151514
6573,0.3078823529411765,63,21,0.37824542486026397
6574,0.21349019607843145,63,22,0.36605685414155203
6575,0.11862745098039218,63,23,0.3538687348426075
6576,0.09599999999999997,63,24,0.3416811152712659
6577,0.19796078431372544,63,25,0.3294940508806414
6578,0.20160784313725488,63,26,0.3173076056404314
6579,0.16294117647058826,63,27,0.3051218537365074
6580,0.14525490196078428,63,28,0.2929368816942515
6581,0.13741176470588234,63,29,0.28075279105417894
6582,0.14058823529411768,63,30,0.26856970177494194
6583,0.15545098039215688,63,31,0.2563877566052273
6584,0.14470588235294124,63,32,0.2442071267622047
6585,0.13549019607843138,63,33,0.2320280193956152
6586,0.13411764705882345,63,34,0.21985068752829204
6587,0.1310980392156862,63,35,0.20767544348690736
6588,0.12160784313725492,63,36,0.19550267734001706
6589,0.09023529411764708,63,37,0.18333288266308426
6590,0.09415686274509805,63,38,0.17116669326363657
6591,0.09807843137254901,63,39,0.15900493671225974
6592,0.09807843137254901,63,40,0.1468487143755158
6593,0.08513725490196078,63,41,0.13469952459984466
6594,0.09545098039215683,63,42,0.1225594587941572
6595,0.1455294117647059,63,43,0.11043152607484655
6596,0.15666666666666673,63,44,0.09832021644266524
6597,0.15913725490196073,63,45,0.08623253429104238
6598,0.2196078431372549,63,46,0.07418003085729535
6599,0.21431372549019612,63,47,0.062183164799912004
6600,0.20866666666666667,63,48,0.050281775922166594
6601,0.20392156862745092,63,49,0.038564361709370484
6602,0.168156862745098,63,50,0.027269121676826706
6603,0.1413333333333333,63,51,0.017246506858208478
6604,0.1131372549019608,63,52,0.012195121951219513
6605,0.10921568627450984,63,53,0.017246506858208478
6606,0.11705882352941177,63,54,0.027269121676826706
6607,0.09352941176470586,63,55,0.038564361709370484
6608,0.17141176470588237,63,56,0.050281775922166594
6609,0.16356862745098044,63,57,0.062183164799912004
6610,0.13501960784313727,63,58,0.07418003085729535
6611,0.11933333333333329,63,59,0.08623253429104238
6612,0.1238039215686274,63,60,0.09832021644266524
6613,0.1131372549019608,63,61,0.11043152607484655
6614,0.11450980392156862,63,62,0.1225594587941572
6615,0.13941176470588235,63,63,0.13469952459984466
6616,0.16513725490196074,63,64,0.1468487143755158
6617,0.1881176470588235,63,65,0.15900493671225974
6618,0.19203921568627447,63,66,0.17116669326363657
6619,0.20325490196078433,63,67,0.18333288266308426
6620,0.17909803921568623,63,68,0.19550267734001706
6621,0.17517647058823527,63,69,0.20767544348690736
6622,0.19313725490196076,63,70,0.21985068752829204
6623,0.18082352941176472,63,71,0.2320280193956152
6624,0.16588235294117648,63,72,0.2442071267622047
6625,0.17180392156862745,63,73,0.2563877566052273
6626,0.1712549019607843,63,74,0.26856970177494194
6627,0.1561960784313725,63,75,0.28075279105417894
6628,0.16266666666666663,63,76,0.2929368816942515
6629,0.17050980392156867,63,77,0.3051218537365074
6630,0.17243137254901963,63,78,0.3173076056404314
6631,0.19870588235294118,63,79,0.3294940508806414
6632,0.19058823529411761,63,80,0.3416811152712659
6633,0.24549019607843137,63,81,0.3538687348426075
6634,0.2435686274509804,63,82,0.36605685414155203
6635,0.12984313725490193,63,83,0.37824542486026397
6636,0.1856470588235294,63,84,0.39043440472151514
6637,0.27294117647058824,63,85,0.4026237565663214
6638,0.2557254901960784,63,86,0.41481344760231587
6639,0.21988235294117642,63,87,0.4270034487807707
6640,0.322313725490196,63,88,0.4391937342772953
6641,0.3444705882352941,63,89,0.451384281056628
6642,0.1672549019607843,63,90,0.46357506850605396
6643,0.1375294117647059,63,91,0.47576607812515026
6644,0.19862745098039214,63,92,0.48795729326201354
6645,0.1843137254901961,63,93,0.5001486988880458
6646,0.21113725490196078,63,94,0.5123402814048782
6647,0.21999999999999997,63,95,0.524532028478209
6648,0.22458823529411764,63,96,0.5367239288942778
6649,0.2218431372549019,63,97,0.5489159724354585
6650,0.23349019607843136,63,98,0.5611081497720654
6651,0.6544313725490196,63,99,0.573300452367959
6652,0.6368235294117647,63,100,0.5854928723979417
6653,0.6250588235294117,63,101,0.5976854026752607
6659,0.2541960784313726,64,3,0.5975609756097561
6660,0.1883529411764706,64,4,0.5853658536585366
6661,0.33901960784313734,64,5,0.573170731707317
6662,0.19007843137254898,64,6,0.5609756097560976
6663,0.14913725490196073,64,7,0.5487804878048781
6664,0.41647058823529415,64,8,0.5365853658536586
6665,0.22239215686274516,64,9,0.524390243902439
6666,0.2327058823529411,64,10,0.5121951219512195
6667,0.5684313725490195,64,11,0.5
6668,0.43662745098039213,64,12,0.4878048780487805
6669,0.13847058823529412,64,13,0.47560975609756095
6670,0.10352941176470587,64,14,0.4634146341463415
6671,0.1301960784313726,64,15,0.45121951219512196
6672,0.3950588235294117,64,16,0.43902439024390244
6673,0.3763921568627451,64,17,0.4268292682926829
6674,0.5718431372549019,64,18,0.4146341463414634
6675,0.24815686274509807,64,19,0.4024390243902439
6676,0.17819607843137253,64,20,0.3902439024390244
6677,0.31352941176470583,64,21,0.3780487804878049
6678,0.2690196078431373,64,22,0.36585365853658536
6679,0.23235294117647054,64,23,0.35365853658536583
6680,0.19176470588235295,64,24,0.34146341463414637
6681,0.174156862745098,64,25,0.32926829268292684
6682,0.17470588235294116,64,26,0.3170731707317073
6683,0.16156862745098044,64,27,0.3048780487804878
6684,0.14450980392156865,64,28,0.2926829268292683
6685,0.16294117647058826,64,29,0.2804878048780488
6686,0.15901960784313718,64,30,0.2682926829268293
6687,0.16294117647058826,64,31,0.25609756097560976
6688,0.14670588235294113,64,32,0.24390243902439024
6689,0.12764705882352945,64,33,0.23170731707317074
6690,0.11650980392156862,64,34,0.21951219512195122
6691,0.11149019607843136,64,35,0.2073170731707317
6692,0.10984313725490202,64,36,0.1951219512195122
6693,0.09415686274509805,64,37,0.18292682926829268
6694,0.09807843137254901,64,38,0.17073170731707318
6695,0.10984313725490202,64,39,0.15853658536585366
6696,0.12745098039215685,64,40,0.14634146341463414
6697,0.10027450980392161,64,41,0.13414634146341464
6698,0.08760784313725489,64,42,0.12195121951219512
6699,0.12592156862745096,64,43,0.10975609756097561
6700,0.16588235294117648,64,44,0.0975609756097561
6701,0.21039215686274515,64,45,0.08536585365853659
6702,0.21823529411764708,64,46,0.07317073170731707
6703,0.207843137254902,64,47,0.06097560975609756
6704,0.2025490196078431,64,48,0.04878048780487805
6705,0.19023529411764706,64,49,0.036585365853658534
6706,0.16733333333333333,64,50,0.024390243902439025
6707,0.12172549019607848,64,51,0.012195121951219513
6708,0.1249019607843137,64,52,0.0
6709,0.13274509803921564,64,53,0.012195121951219513
6710,0.2347058823529411,64,54,0.024390243902439025
6711,0.11705882352941177,64,55,0.036585365853658534
6712,0.13611764705882357,64,56,0.04878048780487805
6713,0.12043137254901959,64,57,0.06097560975609756
6714,0.09188235294117642,64,58,0.07317073170731707
6715,0.10756862745098039,64,59,0.08536585365853659
6716,0.11203921568627451,64,60,0.0975609756097561
6717,0.1249019607843137,64,61,0.10975609756097561
6718,0.12627450980392152,64,62,0.12195121951219512
6719,0.14725490196078428,64,63,0.13414634146341464
6720,0.19533333333333336,64,64,0.14634146341463414
6721,0.1830196078431372,64,65,0.15853658536585366
6722,0.20262745098039214,64,66,0.17073170731707318
6723,0.1892156862745098,64,67,0.18292682926829268
6724,0.18694117647058828,64,68,0.1951219512195122
6725,0.17909803921568623,64,69,0.2073170731707317
6726,0.19313725490196076,64,70,0.21951219512195122
6727,0.18529411764705883,64,71,0.23170731707317074
6728,0.16121568627450977,64,72,0.24390243902439024
6729,0.1763529411764706,64,73,0.25609756097560976
6730,0.16850980392156867,64,74,0.2682926829268293
6731,0.17188235294117649,64,75,0.2804878048780488
6732,0.16960784313725497,64,76,0.2926829268292683
6733,0.20325490196078433,64,77,0.3048780487804878
6734,0.1856470588235294,64,78,0.3170731707317073
6735,0.20525490196078433,64,79,0.32926829268292684
6736,0.17580392156862745,64,80,0.34146341463414637
6737,0.138235294117647,64,81,0.35365853658536583
6738,0.25388235294117645,64,82,0.36585365853658536
6739,0.23701960784313725,64,83,0.3780487804878049
6740,0.05105882352941171,64,84,0.3902439024390244
6741,0.28800000000000003,64,85,0.4024390243902439
6742,0.25874509803921564,64,86,0.4146341463414634
6743,0.26658823529411757,64,87,0.4268292682926829
6744,0.313921568627451,64,88,0.43902439024390244
6745,0.3305098039215686,64,89,0.45121951219512196
6746,0.18294117647058816,64,90,0.4634146341463415
6747,0.17537254901960786,64,91,0.47560975609756095
6748,0.16470588235294115,64,92,0.4878048780487805
