Color,Mag
0.6496999999999993,20.1164
0.6489999999999974,19.9137
0.6705000000000005,19.9567
0.685100000000002,20.1261
0.6490000000000009,19.9888
0.6777999999999977,19.8753
0.7012,19.0841
0.6781000000000006,20.1643
0.6758000000000024,20.0801
0.7347000000000001,18.9297
0.6692,19.9392
0.04019999999999868,19.1972
0.6753999999999998,19.9096
0.6622999999999983,19.6342
0.793099999999999,20.2211
0.6568000000000005,19.4779
0.6659000000000006,19.2547
0.6710999999999991,19.8935
0.6590999999999987,19.8434
0.696200000000001,20.11
0.8105999999999991,16.5458
0.6707999999999998,20.0682
0.6719000000000008,19.8809
0.668099999999999,19.4668
0.653299999999998,19.8771
0.671400000000002,19.1975
0.6573999999999991,19.8037
0.6776000000000018,19.954
0.8610000000000007,17.5081
0.6960999999999977,20.1147
0.8446999999999996,17.9539
0.020100000000002893,19.5726
0.6839000000000013,19.1157
0.6628000000000007,19.2524
0.653299999999998,19.3116
0.6859999999999999,20.1223
0.6952999999999996,19.7105
0.6861999999999995,19.8537
0.12829999999999941,17.4502
0.6783000000000001,19.6267
0.6528000000000027,19.5252
0.6753,19.5464
0.6992000000000012,20.2269
0.6631999999999998,20.1116
0.6474000000000011,19.8211
0.6712999999999987,20.128
0.7399999999999984,18.8616
0.6753,20.0281
0.8893999999999984,17.2412
0.6752000000000002,20.0215
0.6810999999999972,19.1912
0.6659000000000006,19.8798
0.747399999999999,18.8482
0.7028999999999996,18.9979
0.6646999999999998,19.1088
0.5356000000000023,18.8806
0.6611000000000011,19.7711
0.6560000000000024,19.425
0.6491000000000007,19.5733
0.6718999999999973,19.2261
0.668099999999999,19.4531
0.6727999999999987,20.1222
0.702300000000001,18.9673
0.6699000000000019,19.1109
0.6794000000000011,20.2135
0.6513999999999989,19.9349
0.6744000000000021,19.9706
0.871299999999998,17.7278
0.7666000000000004,18.8533
0.6925999999999988,20.0507
0.6701000000000015,19.8167
0.6807999999999979,20.1546
0.6695999999999991,20.1116
0.8033000000000001,18.5851
0.8501000000000012,17.4725
0.8365000000000009,18.5474
0.6905000000000001,20.0139
0.6481999999999992,19.7614
0.6982999999999997,18.9663
0.6928999999999981,20.2259
0.4316000000000031,17.5481
0.7605000000000004,19.5731
0.6606000000000023,19.7798
0.6616,19.8172
0.6734999999999971,19.2551
0.8221000000000025,17.8683
0.7088999999999999,18.9855
0.6618999999999993,19.8369
0.6580000000000013,19.5635
0.6753,20.058
0.6696999999999989,19.1264
0.6644000000000005,19.9618
0.6634000000000029,19.9581
0.6681999999999988,20.1038
0.8161000000000023,18.7662
0.6485000000000021,19.6904
0.6565999999999974,19.423
0.6685000000000016,19.2576
0.6601999999999997,20.1218
0.6634999999999991,19.3335
0.7082999999999977,19.8694
0.6535000000000011,19.6308
0.8443000000000005,18.3292
0.8292999999999999,18.2419
0.654799999999998,19.7934
0.644400000000001,19.4924
0.867799999999999,16.9601
0.6829000000000001,20.0138
0.6761000000000017,20.0105
0.6692999999999998,19.2815
0.6599000000000004,19.6977
0.8118000000000016,18.4337
0.6567000000000007,19.8927
0.6660000000000004,19.2652
0.6687000000000012,19.5748
0.6562999999999981,19.6604
0.6862999999999992,19.8999
0.7640999999999991,18.8587
0.6770000000000032,20.1381
0.6860999999999997,19.8901
0.6707000000000001,19.8357
0.7520999999999987,18.898
0.6676000000000002,19.2194
0.6539000000000001,19.7482
0.6598000000000006,19.7572
0.6587999999999994,19.5658
0.6871000000000009,19.968
0.6660000000000004,19.6952
0.6811000000000007,20.0559
0.6623999999999981,19.7155
0.658100000000001,19.5275
0.6579000000000015,19.6963
0.6707000000000001,19.3505
0.6942999999999984,20.2002
0.6661000000000001,19.2701
0.8668999999999976,17.5524
0.6534999999999975,19.7306
0.6590000000000025,19.3884
0.6745999999999981,19.8646
0.7876999999999974,18.8084
0.6722000000000001,19.8685
0.6839999999999975,20.0659
0.6646000000000001,19.7657
0.6557999999999993,19.4908
0.6575999999999986,19.66
0.7459999999999987,18.8739
0.6676000000000002,19.2098
0.6423999999999985,19.5186
0.8063000000000002,18.7514
0.6599000000000004,19.941
0.6561999999999983,19.7688
0.6875999999999998,20.1108
0.6987000000000023,18.9342
0.8724000000000025,18.0789
0.8226000000000013,17.9782
0.8405999999999985,17.9686
0.6600000000000001,19.645
0.8453999999999979,17.2338
0.8463999999999992,17.5932
0.6829999999999998,20.1208
0.6829000000000001,20.0321
0.6538000000000004,19.5512
0.032399999999999096,19.2323
0.8094999999999999,18.4672
0.6668999999999983,20.1557
0.6697999999999986,20.1301
0.6594000000000015,20.2241
0.7128999999999976,20.1925
0.666599999999999,19.6054
0.8068999999999988,18.7026
0.7611999999999988,18.8632
0.6529999999999987,19.6676
0.7824999999999989,18.8221
0.6810000000000009,19.1863
0.8387999999999991,18.3071
0.8368000000000002,18.5032
0.6890999999999998,20.271
0.6907999999999994,20.0437
0.6478000000000002,20.1869
0.6674000000000007,19.3174
0.6492000000000004,19.7544
0.6681000000000026,19.713
0.7013999999999996,19.7057
0.9481999999999999,20.0676
0.6632999999999996,19.2922
0.6638999999999982,20.0915
0.772199999999998,18.8874
0.6670000000000016,19.2724
0.7101000000000006,19.8128
0.6799,19.1732
0.7014999999999993,20.2374
0.6763000000000012,19.8076
0.6594000000000015,20.2371
0.6782000000000004,20.0594
0.7098000000000013,20.0701
0.9061999999999983,16.6147
0.6743999999999986,20.1557
0.7161000000000008,20.1157
0.6580000000000013,20.0359
0.6806999999999981,19.272
0.7361000000000004,18.9341
0.665300000000002,20.0943
0.6751000000000005,19.6154
0.8039000000000023,18.565
0.6841000000000008,20.1467
0.7088000000000001,18.6726
0.6887000000000008,20.0383
0.6759999999999984,19.8874
0.6663999999999994,20.1847
0.8879999999999999,16.5764
0.6580000000000013,19.4292
0.662700000000001,19.9536
0.6675000000000004,19.8935
0.6660000000000004,19.579
0.6661000000000001,19.6442
0.6476000000000006,19.7541
0.7042000000000002,18.9888
0.677500000000002,20.0517
0.7444999999999986,18.8864
0.6722000000000001,19.7395
0.6647999999999996,19.6217
0.8066999999999993,18.2352
0.6623999999999981,19.8324
0.6593000000000018,19.7268
0.8250000000000028,18.6214
0.6725999999999992,20.1852
0.6781000000000006,20.2435
0.6550000000000011,19.2803
0.6864999999999988,20.0233
0.8455999999999975,18.6331
0.7541000000000011,18.863
0.6782000000000004,19.0804
0.6630000000000003,19.4256
0.6253999999999991,20.0884
0.6789999999999985,20.0386
0.8440000000000012,18.4769
0.672699999999999,20.101
0.6759999999999984,19.6175
0.657,20.1321
0.7834000000000003,18.8557
0.7082999999999977,19.0126
0.6796000000000006,20.1464
0.6773000000000025,19.1792
0.6754999999999995,19.8186
0.6600999999999999,19.6859
0.6733000000000011,19.9021
0.6870000000000012,20.1598
0.02930000000000277,19.0344
0.661999999999999,19.7819
0.6555,19.476
0.7589000000000006,18.8723
0.6616,19.4332
0.6936999999999998,19.6581
0.8325999999999993,18.5956
0.6462000000000003,19.6264
0.6770999999999994,19.7095
0.6894999999999989,19.0335
0.6798000000000002,19.7213
0.6749000000000009,19.1491
0.6685999999999979,19.7078
0.6717000000000013,19.2394
0.6559999999999988,19.8783
0.6783999999999999,20.0799
0.658100000000001,19.4661
0.7082999999999977,19.0614
0.6616,20.0237
0.6668000000000021,20.0102
0.665899999999997,19.5083
0.6926999999999985,19.1562
0.6564000000000014,19.3607
0.7083000000000013,18.859
0.6646000000000001,19.5965
0.6823999999999977,19.8346
0.6705000000000005,19.5604
0.6847999999999992,20.0728
0.6577999999999982,19.3879
0.6813000000000002,19.9937
0.689899999999998,20.174
0.6652999999999984,19.2033
0.7303999999999995,18.9188
0.8160999999999987,17.6059
0.8605000000000018,17.5529
0.6817000000000029,19.8852
0.6517000000000017,19.7845
0.6496999999999993,19.5861
0.7627999999999986,18.8521
0.6585000000000001,19.6931
0.6868999999999978,19.2261
0.6866999999999983,19.1008
0.6905000000000001,19.1515
0.6669000000000018,19.5104
0.6560999999999986,19.6723
0.6684000000000019,19.5303
0.6740999999999993,19.9036
0.8265999999999991,18.3383
0.6537000000000006,19.6763
0.6748000000000012,19.2024
0.6697999999999986,19.8535
0.6625000000000014,20.0359
0.6611000000000011,19.9346
0.6844999999999999,20.0669
0.6535000000000011,19.3691
0.7866,18.7307
0.6616,19.6315
0.6469999999999985,19.8999
0.6851999999999983,20.0305
0.6937999999999995,20.057
0.692300000000003,20.1244
0.8468000000000018,17.0137
0.660499999999999,19.4314
0.6595000000000013,19.4643
0.6589999999999989,20.1439
0.7256,19.9896
0.8203999999999994,18.5409
0.6631,19.8548
0.6458999999999975,19.9272
0.8172999999999995,18.1641
0.658100000000001,20.061
0.6856000000000009,19.0317
0.6720999999999968,19.2385
0.6793000000000013,19.2495
0.7629999999999981,18.8217
0.6760999999999981,19.1621
0.6549000000000014,19.6492
0.6951999999999998,20.2147
0.6647999999999996,19.8093
0.6856000000000009,19.7027
0.7269000000000005,18.9109
0.6643000000000008,19.5065
0.6451999999999991,19.8689
0.6648999999999994,19.8979
0.672900000000002,20.1182
0.6745999999999981,19.9427
0.7060999999999993,18.9026
0.6818000000000026,20.0543
0.7973999999999997,18.7665
0.6648999999999994,19.7792
0.6615000000000002,19.714
0.6577999999999982,19.9392
0.6512999999999991,19.737
0.6799,20.0884
0.6939999999999991,19.0988
0.6707000000000001,19.26
0.6938999999999993,20.1494
0.6612999999999971,19.8222
0.6562000000000019,19.4936
0.6677999999999997,19.4165
0.6711999999999989,19.2288
0.6761000000000017,19.1625
0.683799999999998,19.1175
0.6632999999999996,19.9608
0.6872000000000007,19.0375
0.662700000000001,19.9389
0.6832999999999991,19.3583
0.6744999999999983,20.179
0.6851999999999983,19.127
0.8472000000000008,17.9728
0.6935000000000002,20.2006
0.6654000000000018,19.367
0.6622000000000021,19.387
0.6723999999999997,19.2028
0.7544000000000004,18.9063
0.6584000000000003,19.6189
0.666599999999999,19.7333
0.8304999999999971,18.0051
0.8465999999999987,17.8371
0.6609000000000016,19.853
0.6539000000000001,19.3991
0.6580000000000013,19.5749
0.7149000000000001,18.8878
0.6695999999999991,19.8213
0.6702000000000012,19.959
0.7095999999999982,18.9854
0.8063000000000002,18.3675
0.6706000000000003,19.8835
0.6450999999999993,19.5586
0.8006000000000029,18.5802
0.6572000000000031,19.5527
0.7070000000000007,20.0543
0.6980000000000004,20.2179
0.6891999999999996,19.0459
0.6967999999999996,19.7016
0.7141999999999982,20.0796
0.665499999999998,19.7032
0.682500000000001,19.6646
0.6759999999999984,19.2749
0.6603999999999992,20.0019
0.7993000000000023,18.7219
0.6793000000000013,19.9787
0.6628000000000007,19.4083
0.6676000000000002,19.9958
0.6639999999999979,19.3101
0.676400000000001,19.0993
0.6773999999999987,19.1084
0.7700999999999993,18.8193
0.6640000000000015,19.4495
0.6808000000000014,20.1903
0.6612000000000009,19.8256
0.8570999999999991,17.5016
0.8173999999999992,18.552
0.6911999999999985,20.1953
0.8850000000000016,17.3456
0.6722000000000001,19.7712
0.6952999999999996,19.0188
0.6777999999999977,19.9804
0.6681000000000026,19.9859
0.6793999999999976,20.2171
0.6595999999999975,19.7351
0.6737000000000002,19.7272
0.8489000000000004,17.9049
0.6616999999999997,20.187
0.6559999999999988,19.4556
0.8905999999999992,16.9055
0.6740999999999993,19.9512
0.7016999999999989,18.9819
0.6712000000000025,19.7984
0.7713999999999999,18.4554
0.659200000000002,19.3977
0.6697999999999986,19.2989
0.6689000000000007,19.767
0.658100000000001,19.8198
0.6594000000000015,19.417
0.664200000000001,20.0436
0.6594000000000015,20.2013
0.6917999999999971,20.1684
0.6591999999999985,19.5143
0.6535000000000011,19.7422
0.6756999999999991,20.0839
0.6625999999999976,19.3559
0.6660000000000004,20.2143
0.6553000000000004,19.401
0.8330999999999982,18.4591
0.6674000000000007,19.7106
0.6648000000000032,19.6777
0.6918000000000006,19.1411
0.8585999999999991,17.0385
0.6979000000000006,19.0699
0.6576999999999984,20.0874
0.6796000000000006,20.1704
0.6806000000000019,19.8744
0.6915000000000013,19.0894
0.6717999999999975,19.7567
0.6494,19.6391
0.6491000000000007,19.7424
0.6647999999999996,19.2361
0.6858999999999966,19.7934
0.6810000000000009,19.8198
0.8082999999999991,18.6439
0.6932000000000009,19.0626
0.6672999999999973,19.6102
0.7531999999999996,18.8466
0.668099999999999,19.7286
0.7079999999999984,18.9955
0.8585999999999991,17.9883
0.6616999999999997,19.7241
0.6552000000000007,19.5336
0.738900000000001,18.924
0.7432000000000016,18.8886
0.6631,19.8509
0.6717000000000013,19.0984
0.6718000000000011,19.896
0.6631999999999998,19.8742
0.8621999999999979,17.8024
0.8538999999999994,18.1901
0.6861999999999995,19.6984
0.6843000000000004,19.3581
0.6582000000000008,19.854
0.676400000000001,20.0475
0.6723999999999997,19.9256
0.6765000000000008,19.2785
0.7734000000000023,18.829
0.6875,20.2017
0.7158999999999978,19.086
0.7040000000000006,20.2406
0.7802000000000007,18.7301
0.6558000000000028,19.4843
0.6523000000000003,19.7478
0.6699000000000019,19.7819
0.7182999999999993,18.9037
